alpha,avg_drawdown,avg_drawdown_r,avg_holding_bars,avg_loss,avg_loss_r,avg_pnl,avg_r_multiple,avg_trade_return,avg_win,avg_win_r,best_month,best_trade,best_trade_r,beta,cagr,cagr_pct,calmar_ratio,cvar_95,expectancy,expectancy_r,exposure_pct,gate_pass,gross_loss,gross_profit,losing_trades,max_consecutive_losses,max_consecutive_wins,max_drawdown,max_drawdown_duration,max_drawdown_pct,max_drawdown_r,median_pnl,median_r_multiple,median_trade_return,payoff_ratio,profit_factor,profitable_months,recovery_factor,selected,sharpe_ratio,sortino_ratio,test_end,test_start,total_fees,total_months,total_return,total_return_pct,total_slippage,total_trades,trades_per_day,trades_per_week,train_end,train_start,ulcer_index,var_95,win_rate,window,winning_trades,worst_month,worst_trade,worst_trade_r
0.0,-0.0014820003166160151,0.6735329285931877,8.0,-428.64731336461733,-0.42268212487288165,223.09796821653285,0.2213023553296999,0.011220943510795512,524.023715387186,0.518133466414593,0.01978740945132009,1930.5030556583113,1.9001326589181105,0.0,0.16241667576858762,16.24166757685876,12.444982529483337,-1.5350276002676467e-05,223.09796821653285,0.2213023553296999,0.1217057703461271,True,2533.592704890639,6273.502857891727,14,2.608695652173913,6.108695652173913,-0.012936664555202829,346.5,1.2936664555202828,1.3000319367139053,84.00390907321497,0.0826461437823863,0.004855259523902025,1.2036118895058057,2.8651976303208593,1.4782608695652173,2.8957418894461897,partial_highwin_SOLUSDT_1h_20260608_232410#r5|partial_highwin_BTCUSDT_4h_20260608_232410#r7|partial_highwin_ETHUSDT_1h_20260608_232410#r6,3.161625455736675,2.4585035740533705,2021-04-01,2021-01-01,885.6357703807766,3.0,0.037399101530010685,3.7399101530010683,885.6412815679384,46,0.19082125603864733,1.3357487922705313,2021-01-01,2020-01-01,0.003419588406158293,0.0,0.6956521739130435,1,32,-0.0002732189490869131,-578.8223591452447,-0.5709829721348691
0.0,-0.003764286612791279,0.47601160886660054,7.55,-410.5772001128995,-0.40523227907102355,101.04300420304374,0.10063513686514561,0.01462386094139198,388.1206762695669,0.3840621655762243,0.007432616768593714,1181.7603364476447,1.1673488716440383,0.0,0.10220134349476155,10.220134349476155,12.836213971256075,-1.5680916684218908e-05,101.04300420304365,0.10063513686514561,0.08285426764839073,False,1761.5157666540285,4172.481598329467,15,2.875,3.55,-0.009166016479336885,788.675,0.9166016479336886,0.9170557316360423,147.14239488267464,0.14351145198720094,0.014064719035235224,1.6506928678170198,2.576802076272887,1.15,3.0558736284694423,partial_highwin_SOLUSDT_1h_20260608_232410#r17|partial_highwin_BTCUSDT_4h_20260608_232410#r29|partial_highwin_ETHUSDT_1h_20260608_232410#r13,2.233456809209002,0.9542389182451705,2021-07-01,2021-04-01,390.55113318373077,3.0,0.0241096583167545,2.41096583167545,390.554325255002,40,0.20384615384615387,1.4269230769230772,2021-04-01,2020-04-01,0.005133541235736854,0.0,0.625,2,25,-0.0045667127461897356,-551.5791266526874,-0.541996962131279
0.0,-0.0037198812917115178,0.7231475206595441,6.75,-546.5637752325412,-0.5320747510605516,230.30674194326338,0.22318694177150536,0.005906273996259176,505.30400870737736,0.4907710549367101,0.029547905508420184,2290.398752525715,2.2630556299330764,0.0,0.32341220750896044,32.34122075089604,18.489944137487726,-4.222140266921162e-05,230.3067419432633,0.22318694177150536,0.16463303929474918,True,4128.880503897953,11220.826462109007,23,2.375,8.306818181818182,-0.016448533743067345,475.9318181818182,1.6448533743067344,1.6512202613997642,91.46904681445827,0.08596363799490238,0.002096093808485786,0.9921581751359767,2.9189748245079254,1.6931818181818181,4.071174297188682,partial_highwin_SOLUSDT_1h_20260608_232410#r6|partial_highwin_BTCUSDT_4h_20260608_232410#r3|partial_highwin_ETHUSDT_1h_20260608_232410#r3,3.004975516628775,2.149695609455524,2021-10-01,2021-07-01,2120.43472732189,3.0,0.07091945958211049,7.09194595821105,2120.4460601485207,88,0.32139328063241107,2.2497529644268774,2021-07-01,2020-07-01,0.00627479059546267,0.0,0.7386363636363636,3,65,-0.0019339705346612909,-759.6148854307369,-0.7343183474450452
0.0,-0.007863110185987827,1.271755386000504,8.74712643678161,-769.2750253182419,-0.732200129552696,177.41559746517004,0.1734626371760016,0.0037132388361400086,465.2748239867795,0.45035366942763727,0.011395224429356487,1911.7776466123419,1.8671846045630716,0.0,0.25500179324778216,25.50017932477822,12.729500788440747,-5.278801634904431e-05,177.41559746517,0.1734626371760016,0.2610302422441525,False,5466.754851493466,11171.222044608592,22,3.1839080459770117,8.298850574712644,-0.024655623302133306,836.5057471264367,2.4655623302133307,2.4876579450704375,44.62714381659159,0.04274993313748725,0.000997992505747197,0.6623530537807645,1.97422596131981,2.160919540229885,2.820364282081215,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_ETHUSDT_1h_20260608_232410#r3|partial_highwin_BTCUSDT_4h_20260608_232410#r1,3.2215451601760856,260.3716282829495,2022-01-01,2021-10-01,2698.1043539840007,3.0,0.057044671931151335,5.704467193115135,2698.1154546708635,87,0.3462018990504747,2.423413293353323,2021-10-01,2020-10-01,0.010664851228700445,0.0,0.7471264367816092,4,65,-0.0031459335130812017,-851.3618072782999,-0.7967277738619744
0.0,-0.004724869385648775,1.0853565745111657,9.26530612244898,-978.144340371038,-0.9590891933776365,210.47244818853605,0.2056140827172239,0.005475355148430096,539.3275822920316,0.5288579601047216,0.027392109617708375,1576.240165695021,1.5712307300441677,0.0,0.2559351208231557,25.593512082315584,13.090445059635641,-7.314594532640368e-05,210.472448188536,0.2056140827172239,0.32712196144293604,False,4541.388939005177,10122.733665984255,11,1.836734693877551,5.979591836734694,-0.021327538069871126,305.57142857142856,2.132753806987113,2.145469800792995,42.949907075751625,0.04180856217834477,0.0010018611428572295,0.5496479813093926,2.217060847562848,1.836734693877551,3.142283329361243,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_BTCUSDT_4h_20260608_232410#r1|partial_highwin_ETHUSDT_1h_20260608_232410#r77,3.392333028629899,1740.9613803875936,2022-04-01,2022-01-01,1934.9005372085203,3.0,0.055813447269790796,5.58134472697908,1934.9099883636563,49,0.25510204081632654,1.7857142857142858,2022-01-01,2021-01-01,0.007674146985177876,0.0,0.7755102040816326,5,38,-0.0025099712557813607,-1037.2367163277622,-1.000264030866913
0.0,-0.007958452003451312,0.9407827373163138,8.974358974358974,-677.4666976410374,-0.6727066306472419,27.494951495076993,0.02895198077416251,0.0008342736592735863,297.85051132337463,0.2980525981462173,0.008842952699423248,1311.3380051931283,1.3139800028817787,0.0,0.04713715575968134,4.713715575968133,1.9746351510582265,-9.114922906446037e-05,27.494951495076993,0.02895198077416251,0.34975155325474727,False,4881.336608785651,6027.868063007645,9,1.564102564102564,5.128205128205129,-0.016121910310119857,421.0769230769231,1.6121910310119858,1.6104499791834732,43.4949561413912,0.043380813641118864,0.001003414256410325,0.35324103564706344,inf,0.9230769230769231,0.6196676796167812,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_BTCUSDT_4h_20260608_232410#r1|partial_highwin_ETHUSDT_1h_20260608_232410#r77,1.593408704697019,0.725284331741812,2022-07-01,2022-04-01,1917.133646031364,3.0,0.011465314542219676,1.1465314542219676,1917.1386268349997,39,0.2533107917723302,1.7731755424063111,2022-04-01,2021-04-01,0.009653400810610736,0.0,0.7692307692307693,6,30,-0.005792254817474835,-829.4882058698275,-0.8174582544017128
0.0,-0.013889762589807893,1.752295294922787,8.571428571428571,-819.509960044674,-0.7930943690875233,138.21509971169402,0.13111385705650094,0.0014023171350550452,741.1656860418655,0.7107272733379008,0.057621956721954325,4077.1427888850403,3.8252581384380027,0.0,0.4896179979934389,48.96179979934389,10.031164469732715,-6.950270626086461e-05,138.21509971169402,0.13111385705650094,0.18816937828346852,False,13949.30200350956,23677.85864590922,35,2.8461538461538463,7.0,-0.04356331360519084,748.7032967032967,4.356331360519084,4.437518140674283,54.548783058678474,0.0520272153135537,0.001004542461538467,0.9682983658653603,1.4886507943700404,0.978021978021978,2.3376690439613763,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_BTCUSDT_4h_20260608_232410#r5|partial_highwin_ETHUSDT_1h_20260608_232410#r1,1.5927762978365014,642.7952670788391,2022-10-01,2022-07-01,5607.268461711503,3.0,0.09728556642399655,9.728556642399656,5607.289404825664,91,0.498447204968944,3.489130434782608,2022-07-01,2021-07-01,0.017969215578781887,0.0,0.6153846153846154,7,56,-0.004139194019623722,-1012.9394811227083,-0.9675999359143044
0.0,-0.010562891964148696,1.302328869998429,7.666666666666667,-675.7750681451564,-0.6705892279223287,95.608816595063,0.09221817895369303,0.0022043386579336834,607.9817687106769,0.603367667491125,0.05899480724535378,2644.429460890231,2.686229297104139,0.0,0.21028190624749138,21.028190624749136,6.813147182668835,-5.163978114403886e-05,95.60881659506298,0.09221817895369303,0.136463494864971,False,8385.095802163863,13016.718366243616,34,2.8095238095238093,6.738095238095238,-0.029551248175096995,1002.7619047619048,2.9551248175096996,3.006465331893519,-4.224110491443174,-0.00725507698431176,-1.497247180015636e-05,0.9103830294076687,1.4385468199942584,1.6666666666666667,1.7433880238984807,partial_highwin_BTCUSDT_4h_20260608_232410#r5|partial_highwin_ETHUSDT_1h_20260608_232410#r1|partial_highwin_SOLUSDT_1h_20260608_232410#r29,0.9943989642933617,0.9299606516018388,2023-01-01,2022-10-01,4663.3955528448805,3.0,0.046316225640797556,4.6316225640797555,4663.409511272235,84,0.3589544513457557,2.51268115942029,2022-10-01,2021-10-01,0.013366347459922875,0.0,0.5952380952380952,8,50,-0.005223865043380559,-912.4733918481983,-0.8644806101844353
0.0,-0.0042769801724885466,0.9656517480289911,8.0,-593.3617918578507,-0.5144747162724868,439.16748309204775,0.4339936578199577,0.007442679167322113,725.9164896687952,0.6939185062421154,0.07406166192123705,4517.44958864437,5.419082467013833,0.0,0.9692626364551351,96.92626364551352,64.09068671108874,-2.282834488377912e-05,439.1674830920479,0.4339936578199577,0.1391361531986532,True,5856.729479385534,23108.593286706444,17,1.5795454545454546,10.625,-0.02627627927699945,683.1704545454545,2.6276279276999452,2.6735771299093316,156.1433953965956,0.15282616067316235,0.0026916320866720213,1.2901117029369873,11.012778123160196,2.0,13.019362460788205,partial_highwin_ETHUSDT_1h_20260608_232410#r1|partial_highwin_BTCUSDT_1h_20260608_232410#r1|partial_highwin_SOLUSDT_1h_20260608_232410#r20,4.083872481650812,1.61912428298729,2023-04-01,2023-01-01,6472.496211822092,3.0,0.17251863807320883,17.251863807320884,6472.52640870818,88,0.4164141414141414,2.91489898989899,2023-01-01,2022-01-01,0.007548128660216538,0.0,0.8068181818181818,9,71,0.0,-869.6138699289128,-0.7340915475672428
0.0,-0.004886795511240629,0.8952312612918861,7.78,-504.15161920980876,-0.5021149424409521,126.85370996897097,0.1433269606500838,0.002191653084017598,370.7105530299966,0.39232445148069095,0.03911821300407078,1626.9250527488987,1.763921954205026,0.0,0.2757238844848339,27.572388448483387,17.917802592294308,-2.7742243861614458e-05,126.85370996897095,0.1433269606500838,0.16538223469810365,False,4846.405468861095,10851.887437706475,28,2.35,10.66,-0.016441907074827306,573.56,1.6441907074827304,1.7246430762521936,61.01717349169748,0.06626702586158878,0.001007004000000062,0.7938956002288898,2.142384469055196,1.78,4.166831200675262,partial_highwin_ETHUSDT_1h_20260608_232410#r2|partial_highwin_SOLUSDT_1h_20260608_232410#r20|partial_highwin_BTCUSDT_4h_20260608_232410#r5,2.1663220674438657,-1131.065052421592,2023-07-01,2023-04-01,4358.552485872344,3.0,0.06005481968845393,6.005481968845393,4358.567208473789,100,0.46835164835164833,3.2784615384615385,2023-04-01,2022-04-01,0.006925978837100095,0.0,0.72,10,72,-0.000887818488214579,-637.6584005257026,-0.6013539738549796
